Review ID,Review Date,Review Content,Listing Title,Neighbourhood,City,State,Country,Room Type,Room Price,Room Availability
11937812,2012-05-28,I just had a wonderfull time in there: good conversations with good people and perfect apartment (near from the subways).,"Camp Nou, Sants Staciò & University",la Maternitat i Sant Ramon,Barcelona,Catalonia,Spain,Private room,19,333
503200,2012-10-21,I had a wonderful time at Grace's during my holidays in London. Grace is truly a welcoming and gracious host. My experience was like going home to visit family and staying with a friend or relative. I will definitely look-up her listing on my next trip. Thanks Grace for great first-time experience in London!,Big Room in North London (Room 1),Barnet,London,England,United Kingdom,Private room,35,312
20420654,2013-08-20,"What a fantastic apartment! Beautiful apartment, well-lit, large & comfortable bed. Kitchen has everything you need to cook, shower has good water pressure, and the wifi is pretty fast. Location is great, really close to the U-bahn and a tram, not to mention in a great neighborhood. Highly recommend Chris's apartment.",2 room apartment on the Stalinbau,Frankfurter Allee Nord,Berlin,Berlin,Germany,Entire home/apt,50,340
11492012,2012-09-15,Thanks Katya and Airbnb. Me and my family had a wonderful stay in New York. The apartment is situated in a very charmig area. Coffeshops and restaurangs are mixed with tatooartists and vintidgeshops.  The subway is just 2 minutes away. The apartment was clean with a small but well planed bathroom. There is five of us in ouer family (3 grown up children) and there was enough space for us all. Katya was a very nice and caring host and This is a perfect place to start exploring New York from. ,Cosy 2 bedroom in East Village,East Village,New York City,New York,United States,Entire home/apt,160,308
46333120,2012-07-03,"Quaint little room, very close to St Laurent and 30 min walk to old port. Nataly was very helpful. We enjoyed our stay.",Quiet room 10 minutes from downtown,Ville-Marie,Montreal,Quebec,Canada,Private room,45,242
29971928,2014-07-09,"Staying at Annie's was a great experience. The listing description is very accurate - what you see is what you get. I actually only met Annie once, on the first night I arrived. She informed me that she was jetting off to Mexico for the weekend so my friend and I pretty much had the house to ourselves except for her one roommate who was around most of the time. Annie's home is a bit like a sorority house - people always coming and going, but everyone was very friendly towards us and made suggestions of where to go. We always felt welcome. There were a few hiccups - involving a very stuck fence and lost key - but they were relatively minor. Would definitely recommend staying here! ",Lovely Private Rm near Magazine St,St. Thomas Dev,New Orleans,Louisiana,United States,Private room,75,328
53103380,2012-07-03,The host canceled this reservation 6 days before arrival. This is an automated posting.,Brand New Flat For Lease - Anytime!,78704,Austin,Texas,United States,Entire home/apt,200,352
34979884,2013-05-17,"I've been staying there for a week in june 2015, in Fran's house.He wasn't there, and I didn't understand who the guests in other rooms were, so I felt a little bit lost.The rooms was really bare and lacking of accessories. Not even a bedside lamp. Not too clean the bathroom, and in kitchen there were dishes of other guests in the sink, which I finally had to clean myself.I totally wouldn't come back there.Manuela ",High rise central London flat ,City of London,London,England,United Kingdom,Private room,60,6
33226586,2012-05-17,"Patrick and Nam are nice people. The apartament isn't big, but is functional (very well equipped) and is located in a excelent location, near train and metro station. There are many cafes and restaurants in the area.",Le Louvre Paris Cosy apartment ,Bourse,Paris,Île-de-France,France,Entire home/apt,70,111
9563751,2013-11-17,"The condo was very clean and its location is awesome! I wish my stay was longer and will look into staying at Emerson's next time I am in Toronto. I highly recommend Emerson- great host, very caring and helpful! Free parking was a huge bonus! Everyone in the building was very friendly. Much appreciated! ", Hi-Rise Room/Bath-DWTN-FreeParking,Church-Yonge Corridor,Toronto,Ontario,Canada,Private room,98,155
30830402,2014-02-02,"I had a lovely few days at Fergus' place. He was a wonderful host and the flat was very secure and well located. The room was extremely comfortable, I felt like I was home from home.  Fergus was friendly and helpful. I would definitely stay there again and if you are looking for somewhere to stay in London I'd thoroughly recommend his place!!!",Modern Flat - 15mins to C.London,Haringey,London,England,United Kingdom,Private room,36,87
39354514,2013-04-20,"Vivian is great. We like her and her place. The house is exactly what described, beautiful and quiet. I even cooked there. Vivian helped me carry the luggages up and down, and allowed me to keep the luggage there till late afternoon. I appreciated that. She is a great host. We'll definitely like to stay there again...",Cozy Giants Room @Golden Gate Park,Inner Richmond,San Francisco,California,United States,Private room,115,354
2041243,2013-03-27,This was my 2nd time staying here and it was just as wonderful as the first time. Sovay provides everything needed and more. She's a wonderful host. I will definitely stay here again the next time I visit Austin.,Enchanting Zilker Cottage~Downtown,78704,Austin,Texas,United States,Entire home/apt,89,15
2701117,2014-08-22,"I went to Paris to see some friends and staying at Brigitte's place was just perfect, she as host is great, helping and advising since the first moment, just after the reservation :) The room is comfy and has a lot of space, like the entire flat is clean and I slept like a babyBrigitte's place is very close to Bastille subway station and is easy to get there from Orly airport. The neighbourhood is safe and quiet.Definetively I will contact Brigitte when I come back to Paris!",Bienvenue à Opéra Bastille,Reuilly,Paris,Île-de-France,France,Private room,60,231
27327317,2013-08-06,"I really recommend staying at Antonis' apartment. Location wise is amazing: while you can walk to the Acropolis and  other interesting central neighbourhoods in under 30 mins, the apartment itself is really close to one of the most vibrant/arty parts of town -Exarchia- which it is full of lovely cafés, bars and interesting shops. Saying that, and given its location the apartment is really quiet and the views from the balcóny are truly impressive. Our plane got delayed for more than an hour and when we finally made it -almost 2 hours later than the escheduled time- our host was waiting patiently -thank you so much Vivian! For all this and how fun is Athens I really recommend staying here.",Arty Sunny Central apartment,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Athens,Attica,Greece,Entire home/apt,45,239
23601570,2013-02-16,Perfect apartment for 2 people in the heart of wicker park! The location could not have been more ideal. A very organized welcome binder with all the details you could possibly need to explore the neighborhood. Kitchen was stocked with plates/cups/etc and a coffee maker. Very clean and very cozy! ,The Perfect Wicker Park Studio,West Town,Chicago,Illinois,United States,Entire home/apt,90,332
36441415,2013-02-11,"It is absolutely a  great place to stay in Amsterdam. It is very close to Vondelpark, Heineken Experience, Leidseplein, Museumplein where Van Gogh and Rijksmuseum are located in, and also Dam Square and Central Station. You can directly go by Airport Express shuttle bus from Schipol Airport to Museumplein where takes 9 min by walking to the apartment. It only cost €5.The roof top terrace was amazing. You can chill-out with your drink after the end of a tiring trip day. The apartment was clean and beds are comfy. I'm glad that I had the opportunity to stay in such a nice apartment. Thanks An and her friend Ellen for welcoming :) ",Sunny private apt with roofterrace!,Zuid,Amsterdam,North Holland,The Netherlands,Entire home/apt,150,360
42280681,2013-07-15,"My wife and I stayed at the airstream and had a great time. The airstream is exactly as described. It is secluded and perfect for escaping the city. The stars at night are magical, the beach is 10 minutes away, and there are great trails to explore directly from the airstream. Murray is awesome. He was very friendly and helpful when we crossed paths and even gave us two eggs from his coop to enjoy. I would definitely recommend staying here, and hope to do so again some time. ", Airstream Vintage Adventure- Pt. 2,Unincorporated Santa Monica Mountains,Los Angeles,California,United States,Entire home/apt,140,140
45636620,2013-04-09,"My husband and I are on a road trip, moving from NC to TX. We booked with Daphne somewhat last minute, but it was very easy to communicate with her and we received all necessary info in a timely manner. This is a great little studio in Nashville. We didn't use the pool, but took advantage of the yoga class - which was awesome. If we ever go back to Nashville, I would certainly stay at Daphne's place. Just make sure you bring ear plugs. It's a party town, and the other residents of the building tend to be a bit rambunctious. ","Modern Condo, Close to Downtown!",District 17,Nashville,Tennessee,United States,Entire home/apt,85,274
10077939,2013-08-07,"My partner and I stayed here for 5 nights over the Australia Day long weekend, and loved it! From my first contact with them, Bernadette and Stephen were super-fast in responding to my queries and comments. They provided a very thorough guide to everything I needed to know (and more!) about the flat, how to get there, what to expect, and what their expectations were. This really boosted my confidence, as this was my first ever Airbnb experience.The flat is ideally located very close to the CBD, and public transport is essentially on the doorstep. The flat is well laid out, so although it's a studio it did not feel cramped, and it is equipped with everything we could possibly need. The flat was clean, well organised, and comfortable. I would definitely stay here again, and recommend it heartily to anyone looking for well-priced accommodation in central Melbourne. ",City Top Paris End::Walk to 5 areas,Melbourne,Melbourne,Victoria,Australia,Entire home/apt,89,290
22260984,2012-02-26,"Amelia from the moment the door opened initially was very warm, helpful and nothing was ever a problem.The room itself was beautifully prepared and of quality bedding and fixtures. The space in the room and apartment was ample and ever effort was made to make the common areas as relaxing as possible.Lastly I'd like to thank Amelia for giving me a great experience on my first time using Airbnb, and if all of my future stays are like my experience with Amelia, I will be very happy.Would highly recommend staying with Amelia, she will make you feel right at home even though you're not at home.GREAT PLACE, GREAT HOST.",Quiet leafy retreat near the water,North Sydney,Sydney,New South Wales,Australia,Private room,70,345
30127287,2013-10-15,Great apartment in a great location.  Plenty of walking destinations.  This was our second stay and will look to book again next time in Austin.,Charming Apartment-BEST LOCATION! A,78702,Austin,Texas,United States,Entire home/apt,120,311
11810204,2013-04-08,"This is a very comfortable place, made even more so by the incredible hospitality of Susan and Robert.  The room and bathroom is really like a suite with stocked fridge, coffee maker, flat screen TV, snacks.  But most importantly, they make you feel at home in their lovely place.  I almost don't want to write this because I want it to be a secret until the next time I can visit Austin and stay at this great spot.",Upscale Minutes From Downtown/UT,78722,Austin,Texas,United States,Private room,115,364
34358594,2014-05-04,really nice and clean appartment and easy to get to the city center! marjolein gave us good tipps!,Cosy apartment in Museumkwartier,Zuid,Amsterdam,North Holland,The Netherlands,Entire home/apt,150,2
45252467,2013-09-29,"Meeting Robert it was like we'd know each other for a long time and his place was exactly as described. Great location and is quiet and relaxing. I was in the process of moving and needed a place to stay for a few days. Even with all the hectic-ness of moving, it was great to be able to come ""home"" and relax.  When I am back in Toronto, I will definitely stay there again. ",Luxury 1BR Liberty Village Condo,Niagara,Toronto,Ontario,Canada,Entire home/apt,125,353
27763330,2012-10-09,This is a nice place. Very close to the Brussels Midi Station. And kitchen is provided. The host is very nice too. :-),"Appartement ""Lisa"" - Gare du Midi",Anderlecht,Brussels,Brussels,Belgium,Entire home/apt,70,319
24375290,2013-08-06,"The room and flat are both nice, cool in the summer, and close to trams, trains, cafés and an organic supermarket. The cat is very friendly!",light room in 2br garden flat,Darebin,Melbourne,Victoria,Australia,Private room,35,47
30176116,2013-12-07,"Lovely bnb with comfortable and clean room and shared bathroom. Frequent bus connections to venice, but is a fair distance to travel.",Lovely room - B&B Chiocciola Venice,Chirignago,Venice,Veneto,Italy,Private room,39,352
23184029,2014-10-08,"Great people, great room, quiet, conveniently located.Thank you for your hospitality.","Sunny & charming, Chicago apartment",Irving Park,Chicago,Illinois,United States,Entire home/apt,106,65
35739696,2013-02-14,The hostel was great!  Easy to find and had an awesome atmosphere - The people were friendly and everything in our room and the lobby was very clean.,Downtown Hostel - FEMALE BunkBed #2,District 19,Nashville,Tennessee,United States,Shared room,35,332
34656810,2013-01-02,Thank you so much Paola for everything!!! She was so helpful throughout the whole time and I wish I could stay longer with her. She was so sweet and welcoming! our room and bathroom were clean and everything was very organized. It's a bit far from San Marco piazza so I had to take waterbus around the city!,Charming b&b in Venice,Castello,Venice,Veneto,Italy,Private room,85,286
38116514,2014-04-21,"My 3 friends and I stayed in Caroline's appartment for a conference and it was the perfect place for us. The appt was lovely, clean and spacious (with a bathroom large enough to accommodate 4 girls). The location was ideal: within walking distance of many major attractions and close to two metro lines, with great shopping opportunities during the day and lots of restaurants and bars at night. Caroline was very helpful and accommodating; she was easy to contact and flexible with our different check in/out times. She also ptovided suggestions for nearby shopping, eating & drinking options. I would definitely recommend Caroline and her place to anyone wanting a taste of life in the gorgeous saint germain des pres neighborhood!",At the heart of Saint Germain des P,Luxembourg,Paris,Île-de-France,France,Entire home/apt,250,342
13487331,2013-05-16,"We, my two female friends and I stayed at the Apartment for 3 days. It is equipped with everything you need for the stay: towels, soap, hairdryer, washing machine toaster, microwave, iron and so on. The linens and towels were very clean.The host was very friendly and was on time when we needed (check in and check out), it was also not a Problem that we were getting back quite late: 18.00 p.m., we were not charged extra for that.The only small minus is that the kitchen could be a little cleaner.All in all we had a great time at the place, very good location and the (website hidden): thanks and sorry for the plate :)",Less is more: clean & centrical,el Fort Pienc,Barcelona,Catalonia,Spain,Entire home/apt,50,332
2251633,2012-07-30,"I had a wonderful stay! Kyri answered any questions I had and responded to my emails quickly.As this was the first time for me to use airbnb, I was a little nervous about it all, but his friendly personality and kindness really put me at ease. He was a great host!The apartment, the room and bathroom were impeccable. Everything was so clean and well organized. The huge deck was a great place to unwind at the end of a long day of sightseeing. It was almost unfortunate most of my time was spent away from his place. :)He had also put together a useful book with information on how to get around and locations of restaurants and supermarkets nearby. (Joes Kitchen & Coffee House next to Borough station was a great place for breakfast.)Kyri's apartment is in a great location and fairly close to the train stations but, being a girl, late night returns left me feeling a bit vulnerable on the walk back. Taxis were a reasonable option though (around £6 from Waterloo station).Overall, Kyri was a great host; very considerate and kind. The apartment was amazing and I would recommend it to anyone.",Modern+own bath near Tate/Southbank,Southwark,London,England,United Kingdom,Private room,84,252
7342317,2013-04-11,What can I say that hasn't been said? The view is something you stare at for hours. Very easy to grab a ferry (two locations) or train. A couple of nice places to eat. Try the Botanist for drinks and dinner. Plenty of space for a studio.,Studio With Syd Harbour Bridge View,North Sydney,Sydney,New South Wales,Australia,Entire home/apt,150,55
48169307,2012-12-28,My husband and I stayed here for 5 nights and found the suite exactly as described and extremely comfortable. The location was excellent for us as we had a rental car. Neighbourhood was very quiet. Krogers for groceries was very near. Don't know about the public transport as anytime we went into Broadway etc we drove. We cooked in the evenings which was what we wanted as we don't like eating out all the time. We didn't get to meet Khira but she had lots of info about Nashville etc in folders on the table which was good. We really enjoyed our stay here and would definitely recommend it and if coming back to Nashville again (this was our second trip there from Ireland) we would definitely stay here again.,"PrivateSuite/2bd/Bath,3min to DT!!",District 19,Nashville,Tennessee,United States,Entire home/apt,125,289
34318123,2013-09-10,"Had an amazing time at the balboa flat!!! Beautiful views and honestly Liza describes her home pretty close to detail. My husband, my friends and I had an amazing time and parking is a lot better in her area than compared to the middle of the city! Liza as a host was very accommodating  and courteous  knowing my groups plans before hand and provided us with transportation cards and allowed us to use her garage since she was using her car and knew we would need a place for ours. We had an amazing experience here in the balboa house with her beautiful art pieces and if we have the chance will be trying to stay here again!!  ",Lovely 2 bedroom Flat near GG Park,Outer Richmond,San Francisco,California,United States,Entire home/apt,180,0
25836446,2012-03-05,The reservation was canceled 79 days before arrival. This is an automated posting.,Mansion In The Sky-Duplex Penthouse,Loop,Chicago,Illinois,United States,Entire home/apt,800,359
1245955,2012-02-01,"Ange is a great hostess. She is very nice and she cared about our comfort during our 1-week stay. She also provided us with maps and useful tips for eating around. We really enjoyed her company.The room is huge and clean as described.The location is really convenient, you're close to the subway (5 min walk) and a few blocks from Brooklyn Bridge, Financial district and Lower East Side.Definitely a place to stay. We recommend it.","Private Room, Huge, Comfortable",Two Bridges,New York City,New York,United States,Private room,95,331
4352037,2012-06-08,We enjoyed our stay in Berlin a lot. The room is huge and everything was perfectly clean. Can was a very nice host. Thank's very much. ,BlissRoom with sunny greenview!,Helmholtzplatz,Berlin,Berlin,Germany,Private room,41,295
6539887,2012-01-14,"We loved our stay with Rob. The accommodations were terrific and we had everything we needed to enjoy our stay. Rob takes pride in the quality of his apartment, the towels, bed and sheets were top notch and extremely comfortable. Location was bike able to everything. Check in and check out were easy and Rob was extremely attentive and responsive. Thanks for a great stay Rob!",Urban Delight w/Outdoor Spa & Wifi,Buckman,Portland,Oregon,United States,Entire home/apt,155,337
23426876,2012-10-30,This place is perfect and exactly what we needed. My sister and I stayed here for 4 nights and it was our first time in New York so we really didn't know what to expect. We were pleasantly surprised. Michael is a great host. He was very quick to respond and gave us all the info we needed. His place is perfectly situated and we thought it was very quiet...quieter then we thought it would be. Everything you could want or need from restaurants to pharmacy to supermarket is within walking distance.  Wifi and television work great. All photos are accurate. Thanks for offering up your great place Michael! We will be back.,Stay like a real New Yorker!,Midtown,New York City,New York,United States,Entire home/apt,180,278
2417770,2012-08-05,Our stay with Tom and his roommates was a very nice experience. David was helpful and unfortunately we didn't get the chance to meet Tom. The room and apartment was clean and the location is perfect. I would definitely book with them again should I be back in NYC in the future !,GREAT Location in Chelsea!,Chelsea,New York City,New York,United States,Private room,90,316
32815217,2014-04-09,Our host had her son meet us and he was very helpful and gave us plenty of information about Madrid.,New apartment in the center WIFI,Delicias,Madrid,Comunidad de Madrid,Spain,Entire home/apt,47,279
19394975,2013-10-08,"Really awesome space, had a great stay! Would definitely return ",Mid Century w/ Pool Hollywood Hills,Hollywood Hills West,Los Angeles,California,United States,Entire home/apt,375,358
11474019,2013-06-06,"Sandy was so welcoming opening her house to me for my stay, an incredibly accommodating and friendly host that i really felt went above and beyond.The house itself instantly felt like a home with everything I needed for my stay provided for. It really is a beautiful house in a wonderfully convenient and picturesque location. The room as with everything on this stay was fantastic, very comfortable, private and quiet and loved my private patio !!!Thanks again Sandy.",Eagle Rock Guest Room with a View,Eagle Rock,Los Angeles,California,United States,Private room,80,356
38229888,2012-02-25,"I've had a great, but too short stay at Tasha's house! Sandra was very welcoming and had a lot of recommendations on what to do in Montréal - which seemed to be just one big festival at the moment :DThe place was clean, offered everything I needed and is situated in a nice area close to downtown. Sandra was even so kind to take care of my laundry.Recommendation!",Cosy private room,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Quebec,Canada,Private room,25,357
20742050,2013-09-18,Listing was accurate and more than expected. Comfortable room and all fixtures worked as promised. Ariel was personable and friendly host with great recommendations for things to see and do in the area. Great space and would rent again.,Private Sunny Room in Artist's Apt,Studio City,Los Angeles,California,United States,Private room,70,322
46401706,2012-09-04,"I stayed at Louise's apartment in Brussels for two days as part of a 5-week trip through western Europe. Louise was very responsive in communicating with me and was accommodating in meeting me for a fairly late check-in. She provided excellent recommendations for restaurants and bars in the neighborhood too. Now, three weeks into my travels, one of her restaurant recommendations is still my favorite restaurant of the trip!The apartment itself is exactly as described, and is both very comfortable to stay in and warmly decorated. Also, the location is great! The listing mentions that public transit is close, but I only used it on my trip in. Afterwards, I walked everywhere. There are tons of food and bar options within a 15-20 minute walk, and most of the major city sights are within 30-35 minutes. With nice weather, Brussels is a lovely city to walk around.I would definitely stay here again and highly recommend Louise's apartment!",Charming 1-bedroom apartment,Bruxelles,Brussels,Brussels,Belgium,Entire home/apt,43,351
16714382,2013-11-24,"Luca's apartment was very clean and well appointed. It had everything we could need. Luca was a great host, he met us at the apartment and was very friendly and helpful. He also gave us a very nice bottle of wine. The apartment was in a quiet part of Venice close to parkland but was only a short 20 min. walk from Saint Marco's square. We wouldn't hesitate in recommending this place.    ",Ca' del Remo,Sant'Elena,Venice,Veneto,Italy,Entire home/apt,100,309
17976850,2014-03-27,"Charlie answered the rental request very fast, that was really assuring. The description of the apartment was very accurate. The view from it is a plus (high floor with an elevator!) The neighborhood is the best to stay in London when visiting.",Oxford St & Soho 2 Double Bedrooms,Westminster,London,England,United Kingdom,Entire home/apt,150,345
36553226,2013-10-23,Great location. Quiet street. Near all public transportation. We had a great time exploring San Francisco from here. Was perfect for our family of four. ,Charming Victorian Apartment in SF,Castro/Upper Market,San Francisco,California,United States,Entire home/apt,290,92
44282443,2013-09-03,"The apartment is as depicted on the photos right next to the #1 attraction in BCN (Sagrada Familia) and next to a metro station which is connected with 2 lines. All in all, a perfect place to be in!",Nice Apt. 2min from Sagrada Familia,la Sagrada Família,Barcelona,Catalonia,Spain,Entire home/apt,59,325
29098876,2014-08-10,Nice place! It was everything we expected and more - great location and a cool apartment in a nice and safe area. Would stay here again. ,Reve II: Luxury 2 Bed Central Suite,Waterfront Communities-The Island,Toronto,Ontario,Canada,Entire home/apt,186,0
15519783,2014-05-26,Ro is very welcoming and her apartment is in a great location.,Luxury Downtown Living!,Near North Side,Chicago,Illinois,United States,Private room,100,307
11455961,2012-03-19,"Phyllis is one of the most amazing and interesting people I have ever had the chance and the honour to meet in my life. Really, if you are not going London you should! Just so you get the chance to meet her. She's very welcoming, her house is in an incredible location. Everything is super organised, beautiful and charming. The bedroom is large, has all the amenities you need, wifi signal is Good, and the bed is super comfortable. Phyllis also does one of the best breakfasts I had in years (certainly the best I had in the UK).","Trafalgar Sq Dbl b/rm, shared flat",Westminster,London,England,United Kingdom,Private room,129,146
20237661,2012-08-05,Spoke to Katherine on the phone. She arranged to let us leave our bags at the apartment as we arrived early.There was also a well stocked kitchen and she invited  us to use whatever was there. Katherine was always very prompt in getting back  to us if we had an queries . It is a safe area teeming with students from the many colleges in the area.,Sunny one bedroom in Allston!  ,Allston,Boston,Massachusetts,United States,Entire home/apt,80,93
16517050,2014-04-09,"Can't beat the location, and Matt is a wonderful host.  Very accommodating, and enthusiastic about making our experience a good one.  The apartment had plenty of space for the 3 of us.  I agree with one of the previous comments about maybe it's time for a remodel in the bathroom and kitchen, but overall we loved the apartment and had a fabulous time.",Marvelous Greenwich Village Apt.,West Village,New York City,New York,United States,Entire home/apt,220,1
15776931,2014-03-29,"Garden Oasis is truly what this place is! My parents came to Seattle for a visit and this was right down the street from my apartment. Couldn't have asked for a better location. Short bus ride to the downtown area and two main bus lines run one block from here. Such a beautiful garden/patio area with great hosts! Such friendly and nice people. The apartment was very clean, comfortable and had everything just perfect. Defiantly would recommend staying here!",West Seattle Greenbelt Garden Oasis,Riverview,Seattle,Washington,United States,Entire home/apt,90,330
18211635,2013-12-25,Easy to reach either from the train station or the car parking place. The flat itself is just wonderful - you can sit on a small balcony an watch the boats go by. Will definitly go there again next time. ,BEST VIEW IN TOWN ,Santa Croce,Venice,Veneto,Italy,Entire home/apt,360,281
42399524,2013-05-03,Nice host but the house is small for four guests.,Historic Astor Rowe 2BR Apartment,Harlem,New York City,New York,United States,Entire home/apt,190,137
19138611,2014-04-29,"Wonderful house and amazing host! John's house is conveniently located within 15min walk from Hollywood blvd and the Flyaway bus stop from airport on Argyle st. The house and room are in perfect condition, very clean and comfortable. John is very easy going and friendly. I would recommend this place to everyone and will definitely stay here again!",Hollywood Private Room Queen Bed,Hollywood,Los Angeles,California,United States,Private room,85,272
4496140,2012-02-28,"I recently stayed at Miguels apartment in Madrid, it is extremely convieniently located right between Sol Square and Plaza MajorThe apartment is spacious, clean, well appointed, and it had everything we were looking for, as well as being cheaper than any other similar sized apartment in the area that I could findMiguel and Alejandro were both extremely helpful, great communicators, and very decent and honest hosts, and I would be more than happy to deal with them again in the future","SOL, 70m2, 2rooms,Wifi,XBOX,Parking",Sol,Madrid,Comunidad de Madrid,Spain,Entire home/apt,47,325
40971813,2014-02-15,"very cute interesting and comfortable place, good  location for easy travel into the middle of the city but in nice and quiet surroundings(on weekends.)the close 24 hour duanereade was very useful.",Vibrant Manhattan Artist Loft,Financial District,New York City,New York,United States,Entire home/apt,475,71
41756,2012-11-22,This is a great deal. The photos do not do it justice. Reem is so much fun.Thanks Reem!!,Center of paris: Louvre,Louvre,Paris,Île-de-France,France,Entire home/apt,260,355
32105716,2014-12-22,"The house is great. Very spacious, bright and with a wonderful garden. The host was very helpful and responsive to emails. Highly recommended if you want to feel the Brooklyn lifestyle.",Urban Jungle Garden Duplex,Bedford-Stuyvesant,New York City,New York,United States,Entire home/apt,199,248
29952932,2013-06-15,Very beautiful apartment in a great location.,Stunning Townhouse - West Village,West Village,New York City,New York,United States,Entire home/apt,775,316
48367734,2012-05-13,"I only rented the room, but actually found myself with the whole place to myself which was a present surprise.  The place is very neat clean and simple.  Victor was very easy to communicate with and I found the place easily.  ",Comfortable room close to downtown!,78741,Austin,Texas,United States,Private room,65,77
10448262,2013-07-29,"It was our first airbnb experience and, even if we travel a lot, we were a little disappointed for the price (high season rate) . I arrived at 14h30, time confirmed in advance with our host, but the bed wasn't ready, cleaning not done. I had to take the pillow covers and duvet cover by myself from the dryer at 22h coming back from diner, our host was out. Washing machine and dryer are next door, it's good to help yourself but a little noisy and unpleasant smell from the basin. To get towels, we had to ask the first morning and wait again for drying. It was possible to have a shower at lunch time because we took the towels from the dryer again. Concerning cleaning, it was a deposit of at least limestone in the basin. It was cleaner when leaving. Chris is a very nice guy but maybe sometimes too busy and absent. His dog is very kind and a good companion.",Private Studio with Bathroom,Waverley,Sydney,New South Wales,Australia,Entire home/apt,105,314
43547004,2013-07-25,"Donald was an excellent host and his location gave us quick access to Tulane and Loyola.  Donald was friendly and helpful on our first-ever visit to NOLA, and we will definitely be back! ","Quiet room, close to Tulane &Loyola",Black Pearl,New Orleans,Louisiana,United States,Private room,54,296
14541282,2012-04-19,"The view from 16th floor, out of Maria's apartment is one of the best in Brussels.The stay at Maria's place was very pleasant. Maria is a wonderful host. She was very helpful and gave a lot of informations about Brussels. She even helped me with my luggage while checking out and getting a taxi. (Thank you for that!)The room was tidy and spacious. The bed was also very comfortable. The bathroom was very clean. I could use all of the home appliances i.e. ironing board. There's wifi and tv so you wont be disconnected from the world. If you want to come to Brussels I recommend you to stay at her place!",Large bed and living room EU area,Saint-Josse-ten-Noode,Brussels,Brussels,Belgium,Private room,45,40
41655280,2013-08-16,"My mother stayed with Antonine and highly recommends the listing. It was very clean and quiet. Antonine is a lovely, gracious host. She was incredibly helpful in  assisting my mother with making transportation plans. She communicated well, which was very necessary as I was remotely making accommodations for my mother. Thank you Antonine!",Chambre spacieuse - Coeur de Paris,Popincourt,Paris,Île-de-France,France,Private room,45,277
32539942,2014-10-12,Chester was great with communicating. He made us feel welcome and at home from the minute we arrived. The apartment is very comfortable and even better than how it looks in the pictures. I highly recommend this place and would happily stay here again if I come to visit New York City in the future.,Luxurious Brooklyn Getaway!,Crown Heights,New York City,New York,United States,Entire home/apt,100,315
45464909,2012-11-28,"Glenys was an excellent, friendly, quickly responsive host throughout my husband's month-long stay. The home was larger even than it looks in the photos and is very comfortable. It's really well situated---just 2 blocks from the cliff walks and beach. The views from the home are beautiful. We would definitely book here again....next time with the entire family.",LUXE COOGEE BEACH APARTMENT,Randwick,Sydney,New South Wales,Australia,Entire home/apt,165,193
41865080,2012-09-29,"Una experiència fantàstica. Enrique és un amfitrió excel.lent i el seu apartament molt bonic. Ens va acollir i a part de tractar-nos amb extrema amabilitat, ens va donar moltes idees de llocs per visitar al marge de les guies oficials. L'habitació, el bany i la resta estaven molt nets. El lloc és tranquil però a l'hora ubicat en una zona amb molta vida al carrer. Ben comunicat amb el centre. Espero repetir visita! A fantastic experience. Enrique is an excellent host and he has a beautiful apartment. He welcome and part treat us with extreme kindness, gave us lots of ideas of places to visit outside the official guides. The room, the bathroom and the rest were very clean. The place is quiet but when located in an area with lots of street life. Well connected with the center. I hope to visit again!","Stylish Loft Conversion, Dalston",Islington,London,England,United Kingdom,Private room,45,348
5711671,2014-07-11,"Kenton was a great host - friendly, helpful and reliable. The appartement is well located, close to everything and clean. I would recommend Kenton's place to anyone.",Double bed in Covent Garden / Soho,Camden,London,England,United Kingdom,Private room,75,104
41616128,2012-11-29,"We thoroughly enjoyed our stay at Sean and Bernadine's.  The house is located in a quiet, lovely neighborhood, convenient to Coolidge Corner and ""T"" stops, and walking distance to shops and restaurants. The house is well-equipped for eating in and entertaining a group if necessary.  The kitchen is stocked with lots of beautiful white dishes, plenty of flatware and wine glasses.  Sean and Bernadine left a lovely bowl of green apples on the dining room table and a fine white wine in the fridge for us.  We especially appreciated the large dining room table which became ""Wedding Prep Central"" since we were there to help our daughter with last-minute wedding details.  The rooms are beautifully decorated and the beds are very comfy.  It was the perfect place for our Boston stay.",Gorgeous Brookline/Boston home (#1),Brighton,Boston,Massachusetts,United States,Entire home/apt,500,143
34634372,2013-05-02,"I can't recommend a stay on Daniel's house if you're getting there late. First because the address is the zip code of the area, you simply have to ask him to send you the full address while I should at least expect that from him on a day before/same day. I got late on Barcelona and had to call him three times to get the address, because when I arrived the Gracia neighboor, I couldn't get any internet connection. While on the streets at almost midnight, we asked him to provide better info on how to get on his place and he wasn't able to perform that. Also, by being lost on a unknown city and feeling afraid, he said he was already laying down and couldn't meet us on the streets. The house is as described, but all I wanted after being able to reach his place was taking a shower, resting and going out on the next day.",Habitación con Parking incluido,Vallcarca i els Penitents,Barcelona,Catalonia,Spain,Private room,40,348
